basalt	joint	1	g is for the giant s causeway giant s causeway northern ireland s most spectacular tourist attraction is a prime example of columnar jointing of a basalt lava flow	basalte	commun	1	elle est dure , a une température de 0 à 1 500 °c et se compose essentiellement d une roche volcanique très commune : le basalte
cinder	accumulation	1	cinder cones are conical hills produced by the accumulation of cinders and other tephra	scorie	tas	1	- les coulées rugueuses , morcelées , souvent épaisses , formant des tas de scories
cinder	accumulation	2	a cinder cones is a conical hill formed by the accumulation of cinders and other pyroclasts , normally of basaltic and andesitic composition bates and jackson , 1980 , p	scorie	tas		
cinder	accumulation	1	cinder cones are conical hills produced by the accumulation of cinders and other tephra	scorie	amas	1	aujourd hui , la nature investitpeu à peu les coulées de lave et les amas de scories de surtsey
cinder	accumulation	2	a cinder cones is a conical hill formed by the accumulation of cinders and other pyroclasts , normally of basaltic and andesitic composition bates and jackson , 1980 , p	scorie	amas		
cinder	mound	1	most of it falls near the summit , building a steep-sided mound of cinders	scorie	monceau	1	ici , seule la nature s autorise le plus grand désordre , laissant traîner partout des monceaux de scories , déroulant jusqu à la mer des champs de lave déchiquetée ou convulsée
cinder	mound	1	most of it falls near the summit , building a steep-sided mound of cinders	scorie	tas	1	- les coulées rugueuses , morcelées , souvent épaisses , formant des tas de scories
cinder	bit	1	at devastation trail , our next stop , we paused at a cinder cones called puu puai , created in 1959 when a lava fountain surged out of a vent in kilauea s side and threw up cinder bits that fell steadily around the vent , eventually forming the cone	scorie	fragment	1	aujourd hui encore , toutes les 10 minutes environ , l une des cinq bouches éruptives du cratère émet des panaches incandescents de scories , fragments de lave poreux , en de superbes paraboles de feu
cinder	bit			scorie	fragment	2	scories , fragments de magma pleins de petits trous et de formes très irrégulières projetés violemment par le volcan
cinder	bit			scorie	fragment	3	scories , fragments de roches provenant de la lave éjectée à l état liquide
cinder	bomb	1	bombs and cinder exposed in a quarry wall at puu kawaiwai , kohala , hawaii	scorie	bombe	1	en arrivant à la surface , le magma se dissocie en : - des produits liquides : laves ; - des produits solides ou solidifiés : blocs , bombes , scories , cendres , etc
cinder	bomb			scorie	bombe	2	lorsque la pression dépasse la résistance du bouchon , une violente explosion projette des cendres , des scories , des bombes à plusieurs kilomètres de hauteur
cinder	bomb			scorie	bombe	3	un cône se forme par des dépôts successifs de coulées de lave et de matériaux explosifs cendres , bombes , scories
cinder	bomb			scorie	bombe	4	pas ou peu de coulées , relief , cône formé par l accumulation de brèches , produits , cendres , scories , bombes , caractéristiques , violentes explosions
cinder	bomb			scorie	bombe	5	lorsque les magmas parviennent à la surface de la croûte terrestre par un ou plusieurs conduits appelés cheminées , ils libèrent : des liquides ou laves ; des produits solides ou solidifiés : blocs , bombes , scories , cendres , etc
cinder	bomb			scorie	bombe	6	ce genre de crise est spécifique aux volcans gris , explosifs , qui crachent aussi des bombes et des scories
cinder	cone	1	rainier is dwarfed by mauna loa , and cinder cones are tiny in proportion to the other types	scorie	cône	1	les cônes de scories ici , au piton de la fournaise , île de la réunion s édifient à partir des fontaines de lave
cinder	cone	2	by studying the extent of erosion and soil development on lathrop wells , the researchers compared this volcanic cinder cones with a similar cone in southeastern california , indirectly dated at about 15,000 to 20,000 years old	scorie	cône	2	ainsi , entre -100 000 ans et -8 000 ans , quelques dizaines de cônes de scories entourés de leurs coulées se sont construits
cinder	cone	3	the cinder cones in the above photo is puu lilinue on mauna kea in hawaii	scorie	cône	3	80 d entre eux sont des cônes de scories de type strombolien résultant chacun d une éruption unique édifices monogéniques
cinder	cone	4	one of the very few volcanoes observed by geologists from beginning to end is the cinder cones called paricutin about 200 miles west of mexico city	scorie	cône	4	ici le cône de scories du pariou , vieux de 9 000 ans , édifié en quelques mois d éruption
cinder	cone	5	trudging through loose ash , hikers climb the 700-foot-high flank of cinder cone	scorie	cône	5	exploitation de la pouzzolane du volcan de lemptegy spatter cone , cône de scories soudées
cinder	cone	6	two hulking volcanoes , mauna loa and mauna kea , are over 13,000ft high and dominate the horizon , and rubble from cinder cones lines most roads	scorie	cône	6	on aperçoit au fond un petit cône de scories ; la terrasse , qui surplombe en arrière-plan , est le reste d un ancien niveau du plancher du cratère
cinder	cone	7	later volcanic activity built a small cinder cones in the lake called wizard island , which today provides a mute reminder of past activity figure 4.19	scorie	cône		
cinder	cone	8	this order of events--eruption , formation of cone and crater , lava flow--is a common sequence in the formation of cinder cones	scorie	cône		
cinder	cone	9	cinder cones in lassen volcanic park is just one vivid reminder	scorie	cône		
cinder	cone	10	cinder cones	scorie	cône		
cinder	cone	11	cinder cones can be found on shield and stratovolcanoes and at divergent and convergent plate boundaries and hot spots	scorie	cône		
cinder	cone	12	cinder cones and astronomical observatories are located at the summit of the volcano	scorie	cône		
cinder	cone	13	note how it dwarfs a typical cinder cones	scorie	cône		
cinder	cone	14	made of tephra - lava blown into the air and solidified - cinder cones are usually small , steep-sided structures formed during a single , mildly explosive event	scorie	cône		
cinder	cone	15	the alignment of cinder cones suggests rift zones once extended to the west , south , and east	scorie	cône		
cinder	cone	16	cinder cones are built from ejected lava fragments and are usually less than 300 meters 1000 feet high	scorie	cône		
cinder	cone	17	cinder cones are rather small , usually less than 300 meters 1000 feet high , often forming near larger volcanoes , and often in groups	scorie	cône		
cinder	cone	18	a last gasp of eruptions produced a small cinder cones , which rises above the water surface as wizard island near the rim of the lake	scorie	cône		
cinder	cone	19	today , paricutin is just another one of the numerous quiet cinder cones dotting the landscape in this region of mexico	scorie	cône		
cinder	cone	20	the most common types of volcanic landfor ms ar : shield volcanoes , stratovolcanoes , cinder cones , volcanic domes , volcanic spines , and lava plains	scorie	cône		
cinder	cone	21	cinder cones are easily eroded , because they are composed of unconsolidated materials	scorie	cône		
cinder	cone	22	the tephra accumulates near the central vent and builds a cinder cones	scorie	cône		
cinder	cone	23	cinder cones are conical hills produced by the accumulation of cinders and other tephra	scorie	cône		
cinder	cone	24	from the barren , red cinder cones on the summit of mauna kea to the fern-lined craters and black sand beaches of puna , volcanic activity has combined with the subtropical climate to create the scenery that draws visitors from all over the world	scorie	cône		
cinder	cone	25	cinder cones are numerous in western north america as well as throughout other volcanic terrains of the world	scorie	cône		
cinder	cone	26	the profile of the mauna loa shield appears smooth , whereas the shield profile of mauna kea has a more uneven appearance , reflecting the growth of numerous small cinder cones on its upper slopes after shield formation	scorie	cône		
cinder	cone	27	cinder cone	scorie	cône		
cinder	cone	28	in 1943 a cinder cones started growing on a farm near the village of par\edcutin in mexico	scorie	cône		
cinder	cone	29	photo by greg vaughn figure 4.11 sp crater , a cinder cones north of flagstaff , arizona	scorie	cône		
cinder	cone	30	cinder cones are the simplest type of volcano	scorie	cône		
cinder	cone	31	a brief film that includes good footage of lava fountains , formation of cinder cones , and advance of lava flows into the pacific ocean	scorie	cône		
cinder	cone	32	profile of sunset crater , arizona , a typical steep-sided cinder cones	scorie	cône		
cinder	cone	33	park visitors can see this perched lava pond by walking one mile 1.6 km on the napau crater trail and climbing puu huluhulu , a prehistoric cinder cones	scorie	cône		
cinder	cone	34	instead , the volcanoes might erupt lava and then , tens of thousands of years later , create a cinder cones	scorie	cône		
cinder	cone	35	scoria cones , also known as cinder cones , are the most common type of volcano	scorie	cône		
cinder	cone	36	between june 1983 and january 1984 , a series of small explosions , lava fountains , and lava flows erupted from a small cinder cones within the caldera	scorie	cône		
cinder	cone	37	the explosions hurled molten lava from the cinder cones , and lava flows melted a pit about 1.5 kilometers in diameter in the ice near the base of the volcano	scorie	cône		
cinder	cone	38	the costa ricans are deeply proud of their most famous volcano , arenal , a shapely cinder cones that rises into the clouds from t he rainforest around its base	scorie	cône		
cinder	cone	39	cinder cone , a volcanic cone built entirely of loose fragmented material pyroclastics	scorie	cône		
cinder	cone	40	the calderas of the older volcanoes of the island have been filled by younger lava flows and cinder cones	scorie	cône		
cinder	cone	41	most cinder cones have a bowl-shaped crater at the summit and rarely rise more than a thousand feet or so above their surroundings	scorie	cône		
cinder	cone	42	geologists generally group volcanoes into four main kinds--cinder cones , composite volcanoes , shield volcanoes , and lava domes	scorie	cône		
cinder	cone	43	tradewinds blew the tephra to the southwest , where it accumulated to form the cinder cones	scorie	cône		
cinder	cone	44	this photo shows a cinder cones on kohala volcano in hawaii	scorie	cône		
cinder	cone	45	these vents culminate in the post-glacial cinder cones and lava flows of the nazko area west of quesnel	scorie	cône		
